stationID,latitude,longitude
1104,35.91101800,-79.06697200
1105,35.91126300,-79.07039300
1106,35.91437000,-79.06831300
1107,35.91096300,-79.07067700
1108,35.91119700,-79.07348200
1109,35.90972900,-79.06572200
1110,35.91106200,-79.06925900
1111,35.90977800,-79.07167000
1112,35.90948600,-79.06602300
1113,35.91501600,-79.06831900
1114,35.90963600,-79.06903000
1115,35.91048100,-79.07564600
1116,35.87714500,-79.04327500
1117,35.89687300,-79.06457600
1118,35.90079400,-79.06798000
1119,35.89959900,-79.03401000
1120,35.89911700,-79.03472600
1121,35.89843900,-79.04136800
1122,35.89980300,-79.03379300
1123,35.89880500,-79.03415200
1124,35.89795700,-79.03351200
1125,35.87902200,-79.03878900
1126,35.89591200,-79.05786500
1127,35.90365900,-79.06345700
1128,35.89916600,-79.03096800
1129,35.89732800,-79.03243100
1130,35.90413200,-79.03190800
1131,35.90155900,-79.03322800
1132,35.89723900,-79.03071100
1133,35.89814300,-79.03108000
1134,35.89937700,-79.03242700
1135,35.89976400,-79.03250100
1136,35.89923900,-79.03191000
1137,35.89952700,-79.03181500
1138,35.89965000,-79.03325500
1139,35.89799600,-79.03170900
1140,35.89760800,-79.03219200
1141,35.89853500,-79.03313100
1142,35.89759400,-79.03300800
1143,35.89931200,-79.03321400
1144,35.90109900,-79.03211700
1145,35.89940000,-79.03079600
1146,35.90748500,-79.03793400
1147,35.90618500,-79.04172200
1148,35.90131900,-79.02929700
1149,35.91061300,-79.02192000
1150,35.90759800,-79.02535900
1151,35.89859600,-79.03030900
1152,35.89929300,-79.02544900
1153,35.89692600,-79.02954700
1154,35.89974600,-79.03030100
1155,35.89522700,-79.02203600
1156,35.89989200,-79.04349800
1157,35.89977200,-79.04253100
1158,35.89914400,-79.04311000
1159,35.90000200,-79.04325900
1160,36.05871000,-79.10166800
1161,36.05888400,-79.10240000
1162,36.05991500,-79.10589900
1163,36.05936500,-79.10198000
1164,36.06713300,-79.10068300
1165,36.05934300,-79.10174400
1166,36.05999300,-79.10355300
1167,36.07278200,-79.12282100
1168,36.07329200,-79.11919900
1169,36.07109300,-79.10985100
1170,36.07219000,-79.11557000
1171,36.07097700,-79.11163000
1172,36.07043800,-79.11028200
1173,36.07141600,-79.11410100
1174,36.07038500,-79.11831200
1175,36.07252600,-79.10866700
1176,36.07348300,-79.09920500
1177,36.07242100,-79.10778400
1178,36.07291300,-79.09973500
1179,36.07256800,-79.10085600
1180,36.07276700,-79.09989400
1181,36.07206100,-79.09921300
1182,36.07235800,-79.10327300
1183,36.07259000,-79.09861800
1184,36.07387200,-79.10915300
1185,36.07404800,-79.10968600
1186,36.07407800,-79.10876100
1187,36.07245500,-79.10225600
1188,36.07442900,-79.09901400
1189,36.08267900,-79.09886900
1190,36.07457200,-79.09915800
1191,36.07860100,-79.09930300
1192,36.07529100,-79.10140200
1193,36.07742600,-79.09957100
1194,36.07453000,-79.10148600
1195,36.08029700,-79.10044500
1196,36.07444600,-79.10079900
1197,36.07665100,-79.09960500
1198,36.07720000,-79.10183800
1199,36.07587500,-79.09959800
1200,36.07653100,-79.10243000
1201,36.07341200,-79.10664700
1202,36.07424400,-79.09944200
1203,36.08285000,-79.10016800
1204,36.07545000,-79.10105500
1205,36.07577600,-79.10244700
1206,36.08156000,-79.10545600
1207,36.08275300,-79.10530600
1208,36.07485000,-79.10269100
1209,36.07708300,-79.09901900
1210,36.07525100,-79.10205000
1211,36.07464400,-79.10828700
1212,36.08008200,-79.10405200
1213,36.08226700,-79.09986100
1214,36.07711800,-79.10121000
1215,36.07402000,-79.09871600
1216,36.07560000,-79.09933000
1217,36.07735000,-79.09999400
1218,36.08039300,-79.10100700
1219,36.07327900,-79.10603800
1220,36.07526300,-79.10024300
1221,36.07711100,-79.10020500
1222,36.07761700,-79.10056700
1223,36.07307000,-79.10457400
1224,36.07538500,-79.10278700
1225,36.08050700,-79.09759500
1226,36.08524500,-79.09118200
1227,36.07505700,-79.09738900
1228,36.07509600,-79.09667600
1229,36.07712300,-79.09769200
1230,36.07436300,-79.09827700
1231,36.07882600,-79.09687700
1232,36.07377100,-79.09786700
1233,36.07880400,-79.09811000
1234,36.06976500,-79.08546000
1235,36.07468600,-79.09685200
1236,36.07552500,-79.09786600
1237,36.07334400,-79.09810100
1238,35.94584500,-79.24304900
1239,35.94684400,-79.24297000
1240,35.94907500,-79.23957700
1241,35.94398500,-79.32142600
1242,35.94763400,-79.32138800
1243,35.94664100,-79.31890800
1244,35.94819500,-79.31912900
1245,35.94669000,-79.31736000
1246,35.96070900,-79.32243000
1247,35.92087600,-78.92938000
1248,35.92042900,-78.93006100
1249,35.91872400,-78.93162800
1250,35.91996200,-78.92999700
1251,35.91394800,-78.93282800
1252,35.91217300,-78.93788400
1253,35.91279200,-78.93579400
1254,35.89275200,-78.95856200
1255,35.90229300,-78.95316800
1256,35.90158200,-78.95904500
1257,35.90183800,-78.96018600
1258,35.90110100,-78.96086100
1259,35.92061500,-78.95663100
1260,35.90679000,-78.95676200
1261,35.91981200,-78.96109000
1262,35.91280500,-78.93437600
1263,35.90436400,-78.93577700
1264,35.90449600,-78.94170900
1265,35.90517500,-78.94012800
1266,35.90444100,-78.94049400
1267,35.90310000,-78.93925900
1268,35.90458100,-78.94076200
1269,35.90436000,-78.94268100
1270,35.90384700,-78.93590700
1271,35.90450000,-78.94341100
1272,35.90397100,-78.93682500
1273,35.90518200,-78.94060100
1274,35.90478500,-78.94543100
1275,35.90527400,-78.94120300
1276,35.90540400,-78.94332300
1277,35.90473400,-78.94109600
1278,35.90344700,-78.94265000
1279,35.90492400,-78.94368700
1280,35.91288600,-78.94462000
1281,35.90378400,-78.94184600
1282,35.90489000,-78.94488100
1283,35.90449000,-78.94405400
1284,35.90597700,-78.94146600
1285,35.90507300,-78.94513700
1286,35.90472200,-78.94164600
1287,35.90435600,-78.94102800
1288,35.90345100,-78.94147700
1289,35.90609000,-78.94519100
1290,35.90138600,-78.94274000
1291,35.89966200,-78.93868300
1292,35.90296100,-78.94353000
1293,35.90100800,-78.93963800
1294,35.89645900,-78.94184500
1295,35.90910900,-78.94632000
1296,35.90538300,-78.94599800
1297,35.91275200,-78.94861100
1298,35.90739500,-78.94698600
1299,35.90354100,-78.95054600
1300,35.42742900,-81.50061600
1301,35.42510700,-81.50112000
1302,35.42948500,-81.50396000
1303,35.42995900,-81.50276700
1304,35.43053500,-81.50304900
1305,35.99252200,-78.92017500
1306,35.99268300,-78.91977400
1307,35.99291400,-78.91864100
1308,35.99442600,-78.91850300
1309,35.99291400,-78.91754300
1310,35.99271800,-78.91897400
1311,35.99357200,-78.91837300
1312,35.99251500,-78.91915500
1313,35.99377000,-78.91768800
1314,35.99273000,-78.92078500
1315,35.99219200,-78.92122200
1316,35.99263600,-78.92231300
1317,35.99181900,-78.92092700
1318,35.98818400,-78.90913200
1319,35.98908900,-78.91018700
1320,35.99087700,-78.90725500
1321,35.98868100,-78.90979700
1322,35.99049700,-78.90634600
1323,35.99222400,-78.91703600
1324,35.99682200,-78.90844300
1325,35.99536500,-78.91162100
1326,36.00437800,-78.91638200
1327,36.00506700,-78.91477000
1328,36.00120000,-78.90849000
1329,36.00866800,-78.91987700
1330,35.99911900,-78.90902700
1331,36.00269200,-78.91595200
1332,35.99700600,-78.91363200
1333,35.99808700,-78.90621900
1334,35.99314900,-78.91571000
1335,36.00732900,-78.91712100
1336,36.00757600,-78.91512200
1337,36.00404600,-78.91410300
1338,36.00078800,-78.91362400
1339,36.00635200,-78.92003900
1340,36.00132700,-78.91357300
1341,36.00405500,-78.91366600
1342,36.00140000,-78.90713300
1343,36.00224400,-78.91262100
1344,36.00745600,-78.91887100
1345,36.00516800,-78.91104800
1346,35.99824400,-78.91602600
1347,35.99959000,-78.90817800
1348,36.00025500,-78.90819600
1349,35.99665500,-78.91652100
1350,35.99677400,-78.91475200
1351,35.99966100,-78.90974700
1352,35.99730600,-78.90758900
1353,36.00367100,-78.91496100
1354,35.99675700,-78.91380100
1355,36.00231400,-78.90840200
1356,36.00074800,-78.91028700
1357,35.99733300,-78.90632600
1358,35.99884800,-78.90761700
1359,36.00025900,-78.90937600
1360,36.00528700,-78.91080400
1361,36.00229800,-78.90625500
1362,35.99965400,-78.90856300
1363,36.00704500,-78.91845000
1364,36.00579500,-78.89394400
1365,36.00452300,-78.89680800
1366,36.00429300,-78.89878400
1367,36.00364400,-78.90026100
1368,36.00238900,-78.90007900
1369,36.00434600,-78.90076900
1370,36.00190800,-78.89884400
1371,36.00388900,-78.89770400
1372,36.00385900,-78.89957600
1373,36.00424600,-78.89822000
1374,36.00421000,-78.89945700
1375,36.00435800,-78.90126900
1376,36.00368900,-78.89892800
1377,36.00465600,-78.90291000
1378,36.00229500,-78.90336900
1379,36.00261200,-78.90352600
1380,36.00219800,-78.90420100
1381,35.98596700,-78.88845600
1382,35.98580200,-78.88711300
1383,35.99282500,-78.88560100
1384,35.99297300,-78.88616300
1385,36.00009300,-78.90081900
1386,35.99782900,-78.90204100
1387,36.00095700,-78.90215400
1388,35.99746600,-78.90617400
1389,36.00241300,-78.90130500
1390,35.99629600,-78.89769500
1391,36.00012200,-78.90167400
1392,35.99795400,-78.90365400
1393,36.00044000,-78.90005200
1394,36.00097200,-78.89543400
1395,35.99690200,-78.89690300
1396,36.00082000,-78.90555400
1397,36.00382800,-78.90269600
1398,35.99742500,-78.90328600
1399,35.99989100,-78.90552500
1400,36.00042400,-78.90136800
1401,36.00208000,-78.90125300
1402,36.00046100,-78.90325100
1403,36.00189000,-78.90226000
1404,35.99704000,-78.90455200
1405,35.99735200,-78.90157800
1406,35.99968300,-78.89515000
1407,35.99684900,-78.90192900
1408,36.00152200,-78.90004200
1409,36.00031200,-78.89585100
1410,35.99827600,-78.90498000
1411,35.99868000,-78.89775600
1412,35.99216300,-78.89588400
1413,36.00136300,-78.90247500
1414,35.99509200,-78.89662700
1415,35.99900400,-78.90172000
1416,35.99649800,-78.90274000
1417,35.99280800,-78.89635700
1418,35.99628200,-78.90061200
1419,35.99714800,-78.90029400
1420,35.99700900,-78.90086700
1421,36.00073900,-78.89591900
1422,36.00056400,-78.90106800
1423,35.99719700,-78.89858100
1424,35.99652600,-78.90222800
1425,35.99261200,-78.89627100
1426,36.00024300,-78.89659600
1427,35.99839600,-78.90215400
1428,36.00009900,-78.89895300
1429,35.99311500,-78.89747400
1430,36.00009900,-78.90574800
1431,35.99891100,-78.89721700
1432,36.00402900,-78.90151200
1433,35.99343500,-78.89744700
1434,36.00107200,-78.90167400
1435,35.99762500,-78.90202400
1436,35.99096300,-78.89056200
1437,35.99063700,-78.89094300
1438,35.99033900,-78.88901400
1439,35.99472500,-78.89977500
1440,35.98802300,-78.89170700
1441,35.99178900,-78.90316400
1442,35.99236500,-78.90392700
1443,35.99197600,-78.90205300
1444,35.99517500,-78.90234600
1445,35.99640700,-78.90382500
1446,35.99472200,-78.90491600
1447,35.99395800,-78.90263400
1448,35.99406000,-78.89920800
1449,35.99550500,-78.90035600
1450,35.98569100,-78.89419400
1451,35.99518800,-78.89943100
1452,35.99592300,-78.90254500
1453,35.99339100,-78.90369400
1454,35.99158400,-78.90597400
1455,35.99331900,-78.90484500
1456,35.98838000,-78.90182300
1457,35.99292200,-78.90534100
1458,35.98556700,-78.89852200
1459,35.99494400,-78.90323000
1460,35.99403300,-78.90502000
1461,35.98765500,-78.90243800
1462,35.99404200,-78.89834000
1463,35.99551900,-78.90062800
1464,35.99497100,-78.89891900
1465,35.99256900,-78.90472600
1466,35.99395700,-78.90443800
1467,35.99438300,-78.90298200
1468,35.99606800,-78.89948500
1469,35.99481100,-78.90439900
1470,35.99207300,-78.90163500
1471,35.98513200,-78.89299600
1472,35.99332600,-78.89085500
1473,35.99462900,-78.89370700
1474,35.99104300,-78.90378200
1475,35.99355600,-78.90467600
1476,35.99251500,-78.90614500
1477,35.99272400,-78.90335300
1478,35.99363600,-78.89800500
1479,35.99569800,-78.90022100
1480,35.99307500,-78.90429100
1481,35.98761800,-78.89217700
1482,35.99264200,-78.90539100
1483,35.99393100,-78.89898000
1484,35.99598200,-78.90083500
1485,35.99601800,-78.90601000
1486,35.99442500,-78.90383800
1487,35.99081800,-78.90231400
1488,35.99139200,-78.90506500
1489,35.87658500,-79.06757100
1490,35.87671200,-79.06714500
1491,35.87546400,-79.06753500
1492,35.87682600,-79.06659400
1493,35.88094400,-79.06638300
1494,35.88259800,-79.07005500
1495,35.88067200,-79.06526000
1496,35.87967000,-79.06573100
1497,35.87990100,-79.06546100
1498,35.88478100,-79.07154600
1499,35.88392400,-79.06559800
1500,35.89085200,-79.06288600
1501,35.88560000,-79.06057000
1502,35.87973300,-79.06300800
1503,35.86961400,-79.05767500
1504,35.90874100,-79.06371600
1505,35.91044400,-79.06187800
1506,35.91585500,-79.06201600
1507,35.91391900,-79.05710900
1508,35.91050800,-79.06289500
1509,35.91142400,-79.06144800
1510,35.91151400,-79.06040300
1511,35.90995300,-79.06275700
1512,35.91281300,-79.06395800
1513,35.91030600,-79.06205000
1514,35.91437100,-79.05401900
1515,35.91138000,-79.06439800
1516,35.91378100,-79.05554900
1517,35.91366600,-79.05383900
1518,35.91283900,-79.06359100
1519,35.91088700,-79.06341700
1520,35.91315200,-79.05913300
1521,35.91321200,-79.06373900
1522,35.91236800,-79.06097800
1523,35.91167300,-79.06019700
1524,35.91557000,-79.05716700
1525,35.91206200,-79.05923300
1526,35.91406300,-79.05509400
1527,35.91391500,-79.05607800
1528,35.90963600,-79.06317400
1529,35.91495100,-79.05334600
1530,35.91325100,-79.06275600
1531,35.91180500,-79.06362200
1532,35.91431700,-79.05440500
1533,35.91243300,-79.06411600
1534,35.91526200,-79.05429400
1535,35.91439000,-79.05502900
1536,35.92122500,-79.06283200
1537,35.91074100,-79.06156000
1538,35.92509500,-79.04494500
1539,35.91932000,-79.04721600
1540,35.91443400,-79.05097300
1541,35.91369100,-79.05225100
1542,35.91595300,-79.05109600
1543,35.91784800,-79.04548200
1544,35.91318100,-79.04422500
1545,35.91967200,-79.04648900
1546,35.92398100,-79.05023100
1547,35.91430100,-79.05013400
1548,35.91324700,-79.04474400
1549,35.91482600,-79.05241800
1550,35.91312000,-79.04844600
1551,35.91396200,-79.05053800
1552,35.91322700,-79.04967800
1553,35.91203500,-79.03592900
1554,35.91778900,-79.04518200
1555,35.91538000,-79.04420300
1556,35.91362700,-79.04493200
1557,35.91491500,-79.04991600
1558,35.90406700,-79.05417500
1559,35.91072300,-79.05412700
1560,35.91075000,-79.05362600
1561,35.90887500,-79.05485600
1562,35.90812200,-79.05419100
1563,35.90784300,-79.04739800
1564,35.89865400,-79.05176900
1565,35.90400800,-79.04939100
1566,35.91050000,-79.05004600
1567,35.90866400,-79.04926800
1568,35.90966800,-79.04490300
1569,35.91081400,-79.04624400
1570,35.91097000,-79.04201900
1571,35.91164400,-79.05092700
1572,35.91334600,-79.05179700
1573,35.91127300,-79.04647000
1574,35.90654100,-79.04278100
1575,35.90413900,-79.05272600
1576,35.91073100,-79.04940500
1577,35.91116800,-79.05023400
1578,35.91003900,-79.04909800
1579,35.90568000,-79.05276500
1580,35.90998600,-79.04193000
1581,35.90785900,-79.05025100
1582,35.90592700,-79.04828200
1583,35.91162100,-79.04579700
1584,35.91336200,-79.05688500
1585,35.91022700,-79.04559900
1586,35.91330800,-79.05264200
1587,35.90112800,-79.05265100
1588,35.90747700,-79.04961600
1589,35.91323600,-79.05824500
1590,35.90756400,-79.05050600
1591,35.91116900,-79.04329100
1592,35.91109000,-79.04444400
1593,35.90368000,-79.04970100
1594,35.91183900,-79.04982500
1595,35.91186300,-79.05768200
1596,35.90449200,-79.05160500
1597,35.91129700,-79.04300800
1598,35.90969600,-79.04672300
1599,35.90983600,-79.04604400
1600,35.91077700,-79.04841200
1601,35.90763500,-79.04590700
1602,35.91236400,-79.05557000
1603,35.91216100,-79.05073800
1604,35.91205500,-79.05123300
1605,35.90982400,-79.04998900
1606,35.91271400,-79.05641100
1607,35.91247200,-79.05462200
1608,35.91117100,-79.05114800
1609,35.91292500,-79.05115500
1610,35.91248400,-79.05803300
1611,35.91040200,-79.04857000
1612,35.91034300,-79.04783100
1613,35.91288000,-79.04887400
1614,35.91351200,-79.05586100
1615,35.91014600,-79.05647900
1616,35.91038900,-79.04486600
1617,35.91191100,-79.05176700
1618,35.91284200,-79.05428800
1619,35.91119200,-79.04932600
1620,35.91276800,-79.04541500
1621,35.91331000,-79.05506100
1622,35.90393100,-79.05064600
1623,35.90955200,-79.04820600
1624,35.90722600,-79.04560100
1625,35.91244000,-79.05238000
1626,35.91337200,-79.05439100
1627,35.90894200,-79.05293500
1628,35.90937800,-79.05114500
1629,35.91277500,-79.05592700
1630,35.90419800,-79.05006200
1631,35.91129300,-79.05236800
1632,35.93150000,-79.02490300
1633,35.92804100,-79.02746100
1634,35.92752400,-79.02606900
1635,35.92774500,-79.02706800
1636,35.92701700,-79.02785500
1637,35.92716100,-79.02730100
1638,35.92710900,-79.02651800
1639,35.88408500,-79.12890700
1640,35.89862100,-79.18940700
1641,35.62481200,-79.75331200
1642,35.62422700,-79.75352500
1643,35.62254000,-79.75373500
1644,35.62484900,-79.75284200
1645,35.62295700,-79.75499000
1646,35.62316900,-79.75519000
1647,35.62417900,-79.75443200
1648,35.62285300,-79.75442000
1649,35.62663600,-79.75242300
1650,35.62573400,-79.75245100
1651,35.62618700,-79.75322000
1652,35.62508000,-79.75333500
1653,35.62689500,-79.75300700
1654,35.62676800,-79.75346800
1655,35.62505600,-79.75200600
1656,35.62218600,-79.75357200
1657,35.62102700,-79.75350900
1658,35.62122700,-79.75420700
1659,35.62157300,-79.75920500
1660,35.63052800,-79.76165100
1661,35.63017800,-79.76225800
1662,35.63082800,-79.75889800
1663,35.63163900,-79.75948900
1664,35.63098900,-79.75923400
1665,35.63073900,-79.75862500
1666,35.63066000,-79.75910100
1667,35.63041600,-79.75718800
1668,35.62907800,-79.75752800
1669,35.62726200,-79.75601400
1670,35.62529900,-79.75518900
1671,35.62759400,-79.75420100
1672,35.62701900,-79.75500900
1673,35.62630700,-79.75403800
1674,35.62552700,-79.75425200
1675,35.62671500,-79.75429200
1676,35.62703400,-79.75608400
1677,35.62597900,-79.75505900
1678,35.62725700,-79.75725200
1679,35.62753700,-79.75759100
1680,35.62733600,-79.75811000
1681,35.62770500,-79.76637400
1682,35.62853800,-79.76550000
1683,35.62698100,-79.76639300
1684,35.63190200,-79.76619400
1685,35.62970400,-79.76294800
1686,35.62963400,-79.76469000
1687,35.63105600,-79.76397700
1688,35.63014700,-79.76496700
1689,35.63093500,-79.76245100
1690,35.63046900,-79.76384200
1691,35.62989700,-79.76287800
1692,35.63157100,-79.75970600
1693,35.92234500,-79.02354100
1694,36.06909700,-79.39848400
1695,36.07060000,-79.39968300
1696,36.06891600,-79.39992400
1697,36.06950000,-79.39885000
1698,36.06945200,-79.39940000
1699,36.06973300,-79.40048900
1700,36.07085000,-79.40051600
1701,36.07007300,-79.40048500
1702,36.07020800,-79.40279500
1703,36.06897400,-79.40057600
1704,36.07082500,-79.40152000
1705,36.07466900,-79.40171600
1706,36.07294100,-79.40003600
1707,36.07080000,-79.39514500
1708,36.06828000,-79.39837600
1709,36.06761200,-79.40103700
1710,36.06640900,-79.40071300
1711,36.06585600,-79.40032800
1712,36.06698700,-79.40051900
1713,36.06695900,-79.40187700
1714,36.06828300,-79.40078300
1715,36.06661400,-79.40120900
1716,36.06658900,-79.40150100
1717,36.06579900,-79.40172200
1718,36.06542300,-79.40197500
1719,36.06739700,-79.40052000
1720,36.06714800,-79.40124000
1721,36.06784100,-79.40174700
1722,36.07129500,-79.40780400
1723,36.06921500,-79.40359700
1724,36.07139200,-79.40042700
1725,36.07230900,-79.40011300
1726,36.09628700,-79.26960900
1727,36.09474400,-79.26890300
1728,36.09696900,-79.26774800
1729,36.09604400,-79.26878300
1730,36.09517900,-79.26785700
1731,36.09688400,-79.26932300
1732,36.09671400,-79.26906100
1733,36.09712600,-79.27244300
1734,36.09659200,-79.27172600
1735,36.09672200,-79.27197700
1736,36.09671600,-79.27323800
1737,36.09950700,-79.26626800
1738,36.09503900,-79.26367000
1739,36.09561600,-79.26674300
1740,36.09605600,-79.26638800
1741,36.09483700,-79.26516200
1742,36.09644500,-79.26735900
1743,36.09529800,-79.26699500
1744,36.09207200,-79.26850300
1745,36.09432300,-79.27189500
1746,36.09408300,-79.27069800
1747,36.09365100,-79.27119800
1748,36.09551600,-79.27452200
1749,36.09596400,-79.27481300
1750,36.09528400,-79.27360900
1751,36.09947200,-79.27535500
1752,36.09797400,-79.27370300
1753,36.09780200,-79.27001100
1754,36.09722700,-79.26862200
1755,36.09950100,-79.27014500
1756,35.89054900,-79.11446700
1757,35.87936600,-79.12412600
1758,35.78157500,-78.67325600
1759,35.78313400,-78.67301100
1760,35.78264900,-78.67232000
1761,35.78282700,-78.67329900
1762,35.78152100,-78.67580300
1763,35.78184200,-78.67644800
1764,35.78390300,-78.67650400
1765,35.78065600,-78.66961500
1766,35.78041500,-78.66861500
1767,35.78024000,-78.67038600
1768,35.77975700,-78.67378600
1769,35.78074600,-78.67270300
1770,35.78090900,-78.67519800
1771,35.77927900,-78.67638000
1772,35.77866500,-78.67400500
1773,35.77926200,-78.67563600
1774,35.78152600,-78.67810900
1775,35.78178900,-78.67675300
1776,35.78376400,-78.67798800
1777,35.78364900,-78.67818700
1778,35.78609100,-78.67753400
1779,35.78545300,-78.67713400
1780,35.78782200,-78.67292100
1781,35.78422600,-78.67667400
1782,35.78498800,-78.67201600
1783,35.78378500,-78.67146000
1784,35.78734200,-78.67118700
1785,35.78538000,-78.67274300
1786,35.78591300,-78.67170700
1787,35.78764600,-78.67475300
1788,35.78502200,-78.67357700
1789,35.78581900,-78.67494400
1790,35.78834500,-78.67238200
1791,35.78747500,-78.67379500
1792,35.78792900,-78.67330900
1793,35.78566400,-78.67391400
1794,35.78686700,-78.67162200
1795,35.78551100,-78.67355400
1796,35.78426200,-78.67291500
1797,35.78425000,-78.66533100
1798,35.78466300,-78.66356900
1799,35.78498900,-78.66295900
1800,35.78552900,-78.66459800
1801,35.78457500,-78.66275400
1802,35.78459500,-78.66448600
1803,35.78455600,-78.66522100
1804,35.78533700,-78.66494200
1805,35.78036200,-78.66078400
1806,35.78083700,-78.66195000
1807,35.78031200,-78.66415600
1808,35.78029100,-78.66470600
1809,35.78130300,-78.66361200
1810,35.77995500,-78.66577300
1811,35.77913000,-78.66391100
1812,35.78003200,-78.66464300
1813,35.78124200,-78.66311200
1814,35.77864200,-78.66386800
1815,35.77982400,-78.66287500
1816,35.77945500,-78.66311100
1817,35.78345400,-78.67098500
1818,35.78289300,-78.66953000
1819,35.78289300,-78.66685800
1820,35.78276100,-78.67069500
1821,35.78198000,-78.66689500
1822,35.78302100,-78.67034500
1823,35.78531400,-78.66905800
1824,35.78683300,-78.66993700
1825,35.78565600,-78.66976100
1826,35.78715600,-78.66957700
1827,35.78802500,-78.67086300
1828,35.78657100,-78.67072900
1829,35.78385800,-78.66553100
1830,35.78411900,-78.66924800
1831,35.78410800,-78.66959500
1832,35.78850900,-78.66941900
1833,35.78702600,-78.66994100
1834,35.78706200,-78.67101400
1835,35.78637700,-78.66934900
1836,35.78575900,-78.66588400
1837,35.78431900,-78.67005300
1838,35.78568500,-78.66862600
1839,35.78479000,-78.66646300
1840,35.78603700,-78.66919800
1841,35.78382700,-78.67008600
1842,35.78804900,-78.66987400
1843,35.78780500,-78.66890400
1844,35.78434000,-78.66659700
1845,35.78608200,-78.67066000
1846,35.78514800,-78.66843100
1847,35.78513800,-78.66818900
1848,35.78719400,-78.66844400
1849,35.78519500,-78.66616900
1850,35.78816900,-78.66780900
1851,35.78780000,-78.66771100
1852,35.78834500,-78.66615700
1853,35.78657200,-78.66678400
1854,35.78777300,-78.66739700
1855,35.78586700,-78.66626600
1856,35.78634200,-78.66788100
1857,35.78717300,-78.66771200
1858,35.78748400,-78.66617600
1859,35.78610800,-78.66592200
1860,35.78155800,-78.64257400
1861,35.78556400,-78.64010400
1862,35.78114700,-78.64072300
1863,35.78163900,-78.64055100
1864,35.78105900,-78.64021900
1865,35.78248400,-78.64126700
1866,35.78392800,-78.64247600
1867,35.78243700,-78.64037600
1868,35.78383600,-78.64166100
1869,35.78411600,-78.64069500
1870,35.78236400,-78.64173500
1871,35.78282300,-78.64267000
1872,35.78530800,-78.63826400
